0815-10,Hero,EN,JA,,
wonderland_white_rabbit_costume_mask,White Rabbit C,"・Deals 260% damage to the target and nearby enemies.
・The target and nearby enemies get -34% defense for 3 turns.","・ターゲットと近くにいる敵に260%のダメージを与える。
・3ターンの間、ターゲットと近くにいる敵の防御力が-34%になる。",,
wonderland_jabberwocky_costume_moth,Jabberwock C,"・Deals 300% damage to the enemies on the edges of the enemy formation. If there is only one enemy, the damage is doubled.
・The enemies on the edges of the enemy formation receive Corrosive Poison for 3 turns. The Corrosive Poison deals {DAMAGEPERTURN} Poison damage and lowers the target's mana generation by {CHANGE}% each turn. This effect can't be cleansed.","・敵陣形の両端にいる敵に300%のダメージを与える。敵が1体しかいない場合は与えるダメージが2倍になる。
・3ターンの間、敵陣形の両端にいる敵に腐食性毒を与える。腐食性毒は、ターン毎に{DAMAGEPERTURN}の毒ダメージを与え、ターゲットのマナ生成が{CHANGE}%になる。この効果は浄化できない。",,
knights_black_knight_costume_negative,Black Knight C,"・The caster has a 50% chance to drop any received damage to 1 for 4 turns.
・The caster gets Taunt that prevents enemies from using Special Skills on the caster's allies for 4 turns.
・All allies get 54% attack for 4 turns. This effect can't be dispelled.","・術者が50%の確率で受けたダメージを1に落とす(4ターン)
・4ターンの間、術者が挑発のステータス効果を発動し、敵が術者の仲間に特殊スキルを使用できなくなる。
・4ターンの間、仲間全員の攻撃力が54%になる。この効果は解除できない。",,
knights_lady_of_the_lake_costume_blades,Lady of the Lake C,・Boosts health of all allies by 550. Boosted health can exceed max HP.,・仲間全員のHPを550回復する。ライフ値が最大HPを超えた場合は、一時的に最大HP値が増加する。,,
guardian_gorilla_chieftain_costume_conqueror,Guardian Kong C,"・Deals 300% damage to all enemies.
・All allies reflect all status effects and 80% damage back to the attacker and block other negative effects from enemies' [##elementred]Fire[#] Special Skills for 4 turns. This effect can't be dispelled.","・敵全員に300%のダメージを与える。
・仲間全員が、すべてのステータス効果を跳ね返す。さらに、4ターンの間、[##elementred]炎属性[#]の敵の特殊スキルによって発生した、その他のマイナスの影響を無効にし、ダメージの80%を攻撃者に跳ね返す。この効果は解除不可。",,
guardian_cat_warrior_costume_fierce,Guardian Panther C,"・Deals 285% damage to all enemies.
・All enemies get -34% defense against [#e290ff]Dark[#] for 3 turns.
・All enemies are immune to new status effect buffs for 3 turns.","・敵全員に285%のダメージを与える。
・3ターンの間、敵全員の[#e290ff]闇属性[#]に対する防御力が-34%になる。
・3ターンの間、敵に新しく追加されるステータス効果を付与するバフを無効化する。",,
vampire_king_costume_mafia,Victor C,"・Deals 155% damage to the target and nearby enemies.
・The target and nearby enemies receive 5.8 [#!]Surge Bleed[#] damage over 5 turns.
・The caster steals 47% of any healing applied to the target and nearby enemies for 5 turns.
・The target and nearby enemies get -24% defense for 5 turns.","・ターゲットと近くにいる敵に155%のダメージを与える。
・5ターンの間、ターゲットと近くにいる敵に5.8の[#!]即時出血[#]ダメージを与える。
・5ターンの間、術者が、ターゲットと近くにいる敵に適用されたあらゆる種類の回復の47%を盗む。
・5ターンの間、ターゲットと近くにいる敵の防御力が-24%になる。",,
halloween_vanda_costume_mafia,Vanda C,"・Deals 115% damage to all enemies.
・The caster steals 30% of any healing applied to all enemies for 3 turns.
・All allies are immune to new status ailments for 3 turns. This effect can't be dispelled.","・敵全員に115%のダメージを与える。
・3ターンの間、術者が敵全員に適用されたあらゆる種類の回復の30%を盗む。
・3ターンに渡って、仲間全員が新たなステータス異常を無効化する。この効果は解除できない。",,
halloween_francine_costume_mafia,Francine C,"・Deals 225% damage to the target and nearby enemies.
・Cleanses status ailments from all allies at the end of each turn for 3 turns.
・All [##elementblue]Ice[#] enemies get -54% defense against [#70e92f]Nature[#] for 3 turns.","・ターゲットと近くにいる敵に225%のダメージを与える。
・3ターンの間、各ターン終了時に仲間全員のステータス異常を浄化する。
・すべての[##elementblue]氷属性[#]の敵の、[#70e92f]自然属性[#]に対する防御力が-54%になる(3ターン)",,
halloween_frank_costume_mafia,Frank C,"・Deals 170% damage to all enemies.
・The damage is increased by +45% per each defeated ally.
・The caster recovers 0% health for each enemy defeated and 0% health for each enemy Minion destroyed.
・[#!]Stack (Max: 10):[#] All enemies receive 20 Frost damage at the end of each turn.
・[#!]Stack (Max: 10):[#] All enemies get -4% mana generation","・敵全員に170%のダメージを与える。
・倒れた仲間1人につき攻撃力が+45%増加する。
・術者が敵を倒すたびにHPを0%、敵のミニオンを倒すたびにHPを0%回復する。
・[#!]累積効果（最大：10）：[#]毎ターンの最後に、敵全員に20のフロストダメージを与える。
・[#!]累積効果(最大：10)：[#]敵全員のマナ生成が-4%になる。",,
christmas_mrs_claus_costume_fangirl,Mother North C,"・Each defeated ally has a +55% chance to get revived with +15% HP.
・All allies regenerate 32 HP over 4 turns.","・+55%の確率で、倒れた仲間が最大HPの+15%を有した状態で復活する。
・4ターンに渡って、仲間全員のHPが32回復する。",,
christmas_santa_costume_metal,Santa Claus C,"・Deals 150% damage to all enemies.
・All enemies get -24% attack for 4 turns. This effect can't be cleansed.
・All enemies get -54% defense for 4 turns. This effect can't be dispelled.","・敵全員に150%のダメージを与える。
・4ターンの間、敵全員の攻撃力が-24%になる。この効果は浄化不可。
・4ターンの間、敵全員の防御力が-54%になる。この効果は解除できない。",,
christmas_krampus_costume_eager_devil,Krampus C,"・The caster gets Taunt that prevents enemies from using Special Skills on the caster's allies for 3 turns.
・The caster gets 30% defense for 3 turns. This effect can't be dispelled.
・All allies get 145% attack, and a further 145% increase every time they are hit during 3 turns, up to 145% attack.","・3ターンの間、術者が挑発のステータス効果を発動し、敵が術者の仲間に特殊スキルを使用できなくなる。
・術者が防御力30%を得る(3ターン)。この効果は解除不可
・仲間全員の攻撃力が145%になる。さらに、3ターンの間、攻撃を受ける度に145%ずつ増加する。最大145%まで。",,
rabbit_green_costume_egg_hunter,Jack O'Hare C,"・The attack chains through all the enemies who are adjacent to any hit enemy.
・All allies except the caster get -20% attack for 3 turns. This effect can't be cleansed.","・この攻撃は、攻撃した敵のすぐ隣にいる敵全員に連鎖する。
・3ターンの間、術者以外の仲間全員の攻撃力が-20%になる。この効果は浄化できない。",,
s2_fox_girl_costume_white_kitsune,Inari C,"・Deals 210% damage to all enemies.
・All enemies get -126% accuracy for 3 turns.","・敵全員に210%のダメージを与える。
・3ターンの間、敵全員の命中率が-126%になる。",,
s2_rugged_fisherman_costume_sake_master,Wilbur C,"・All allies get 100% normal attack for 4 turns. This effect can be active in addition to effects that alter attack in general. Normal attacks can have a total maximum of 100% increased power while this effect is active.
・All allies regenerate 5 HP over 4 turns.","・4ターンの間、仲間全員の通常攻撃が100%になる。この効果は、通常攻撃を変化させる一般的な効果とは別に有効化することができる。この効果が有効な間、通常攻撃は最大で100%まで増加できる。
・4ターンに渡って、仲間全員のHPが5回復する。",,
s2_atlantean_robot_costume_sentinel,Gadeirus C,"・Deals 130% damage to all enemies.
・All allies get 48% attack for 4 turns. This effect can't be dispelled.
・All allies regenerate 130 HP over 4 turns.","・敵全員に130%のダメージを与える。
・4ターンの間、仲間全員の攻撃力が48%になる。この効果は解除できない。
・4ターンに渡って、仲間全員のHPが130回復する。",,
s2_ghost_woman_costume_yurei,Ameonna C,"・Casts [#!]Full Removal[#] on the caster.
・[#!]Full Removal[#] removes all status effects, stacks and [#!]Growth[#] and [#!]Wither[#] effects. Removes even status effects and stacks that are otherwise undispellable or uncleansable.
・The caster shifts into Ghost form for 4 turns.
・All allies except the caster get 44% defense for 44 turns. This effect can't be cleansed.
・While in Ghost form, all allies except the caster regenerate 5 HP every turn.","・[#!]完全解除[#]を術者にかける。
・[#!]完全解除[#]はターゲットのすべてのステータス効果や累積効果、[#!]成長[#]と[#!]弱化[#]効果を解除する。これには、解除・浄化不可のステータス効果および累積効果も含まれる。
・4ターンの間、術者がゴースト形態になる。
・44ターンの間、術者以外の仲間全員の防御力が44%になる。この効果は浄化できない。
・ゴースト形態の間、ターン毎に術者以外の仲間全員のHPが5回復する。",,
